 d-2	 d-1	 d0	 d+1	 d+2
1.002299552149373767e+02 1.002168333601334353e+02 1.001641999999971517e+02 9.982555397111762829e+01 7.720176414816660326e+01
1.002321385467900257e+02 1.002189591952027428e+02 1.001660999999972148e+02 9.982649018115706951e+01 7.719757281154164730e+01
1.002395194873722346e+02 1.002263433078677082e+02 1.001720999999974140e+02 9.982382569069240219e+01 7.714513269892833591e+01
1.002417905639287028e+02 1.002290962275601629e+02 1.001751999999975169e+02 9.982408012558634880e+01 7.712267438355756610e+01
1.002334258852546611e+02 1.002213472775526810e+02 1.001681999999972845e+02 9.981456987604612152e+01 7.708812084007770693e+01
1.002488271870983851e+02 1.002369252710646350e+02 1.001839999999978090e+02 9.981612158296543669e+01 7.696085337522221437e+01
1.002492986126486301e+02 1.002379449719407347e+02 1.001859999999978754e+02 9.981703117495688105e+01 7.693830579859856300e+01
1.002459011583988797e+02 1.002352560917029649e+02 1.001847999999978356e+02 9.981451985255883130e+01 7.689907989708599700e+01
1.002451075576990007e+02 1.002345743604057162e+02 1.001844999999978256e+02 9.981376326183092829e+01 7.688425466087927873e+01
1.002455839538071842e+02 1.002353161487515791e+02 1.001862999999978854e+02 9.981441330595262684e+01 7.684261219509166096e+01
1.002477929917197486e+02 1.002378254766336596e+02 1.001902999999980182e+02 9.981718141685567502e+01 7.677692747817219754e+01
1.002450603073724409e+02 1.002354280741120789e+02 1.001892999999979850e+02 9.981587871967167303e+01 7.671038330623072454e+01
1.002406303042253484e+02 1.002309722406776018e+02 1.001849999999978422e+02 9.981148983870529889e+01 7.668922288327142667e+01
1.002420447192917408e+02 1.002317303180747103e+02 1.001853999999978555e+02 9.981089516063660483e+01 7.661985944606736609e+01
1.002442505544629512e+02 1.002338803731021102e+02 1.001874999999979252e+02 9.981285090246919367e+01 7.660945604340417958e+01
1.002492685579963734e+02 1.002388660707906212e+02 1.001924999999980912e+02 9.981768358287476417e+01 7.657874519916356348e+01
1.002454287596875986e+02 1.002354786337811134e+02 1.001898999999980049e+02 9.981574690514756298e+01 7.650655539699670271e+01
1.002408395848719067e+02 1.002308475420018254e+02 1.001852999999978522e+02 9.981126912130000051e+01 7.646066952314396303e+01
1.002487626109065388e+02 1.002385203198661827e+02 1.001925999999980945e+02 9.981827956924722400e+01 7.643131766455073262e+01
1.002409489278520027e+02 1.002311070881284820e+02 1.001857999999978688e+02 9.981211319212773958e+01 7.636690245527063325e+01
1.002418322631182122e+02 1.002319148878287649e+02 1.001864999999978920e+02 9.981274315000014496e+01 7.635593449399601695e+01
1.002442134754382437e+02 1.002340215546461621e+02 1.001881999999979485e+02 9.981418874609134662e+01 7.630175186994424053e+01
1.002430702645466596e+02 1.002329086153369815e+02 1.001870999999979119e+02 9.981311460115306033e+01 7.626809715418897895e+01
1.002471412807430653e+02 1.002369573448219455e+02 1.001910999999980447e+02 9.981707849982770142e+01 7.625094052132860156e+01
1.002506748157267538e+02 1.002406316932436567e+02 1.001949999999981742e+02 9.982121608284228387e+01 7.623112833960347245e+01
1.002547242829725036e+02 1.002449562835412991e+02 1.001997999999983335e+02 9.982653208559247560e+01 7.621354364812721371e+01
1.002569728705595651e+02 1.002475059760993332e+02 1.002028999999984364e+02 9.983025840077904434e+01 7.620216473569364268e+01
1.002571004505069823e+02 1.002489299312536133e+02 1.002067999999985659e+02 9.983710952691815521e+01 7.616011976195355260e+01
1.002670258029396848e+02 1.002593763492902923e+02 1.002186999999989609e+02 9.985136455331235084e+01 7.614329423062841329e+01
1.002651128698431933e+02 1.002577998742385859e+02 1.002178999999989344e+02 9.985173508818570554e+01 7.613437104878792638e+01
1.002624419358708110e+02 1.002552891496814311e+02 1.002157999999988647e+02 9.985031676574611481e+01 7.612781676675109566e+01
1.002592451991026223e+02 1.002521863893373961e+02 1.002129999999987717e+02 9.984810186671096233e+01 7.612097679841374998e+01
1.002501263125210613e+02 1.002433037308656480e+02 1.002062999999985493e+02 9.984718121666043089e+01 7.606898050457589022e+01
1.002458123571032047e+02 1.002380965367801906e+02 1.002003999999983535e+02 9.984327159794879947e+01 7.603345623456065994e+01
1.002480888219471638e+02 1.002400538995140380e+02 1.002018999999984032e+02 9.984499525653707508e+01 7.602584950057773483e+01
1.002481846453776768e+02 1.002395801992902022e+02 1.002004999999983568e+02 9.984404885020661879e+01 7.600451577515171664e+01
1.002467310408462708e+02 1.002380467111253353e+02 1.001987999999983003e+02 9.984236632313940163e+01 7.599937160436246586e+01
1.002498120304114764e+02 1.002409129375813421e+02 1.002011999999983800e+02 9.984465294871765195e+01 7.599422920597368147e+01
1.002523636252802532e+02 1.002434059924649290e+02 1.002034999999984564e+02 9.984691052461053573e+01 7.599226801600673298e+01
1.002276501185359336e+02 1.002187032201218386e+02 1.001775999999975966e+02 9.982105243841049003e+01 7.592063741181854652e+01
1.002351601519662836e+02 1.002241821807087661e+02 1.001792999999976530e+02 9.981909750377272417e+01 7.589240047804234734e+01
1.002383786118040092e+02 1.002271757032366821e+02 1.001815999999977294e+02 9.982039737312577188e+01 7.588567759617551189e+01
1.002491177030642717e+02 1.002376847330308891e+02 1.001908999999980381e+02 9.982745746766809702e+01 7.587329901729890480e+01
1.002471511744358423e+02 1.002361152892340073e+02 1.001894999999979916e+02 9.982533727415372482e+01 7.585932790841314954e+01
1.002408497545371375e+02 1.002301772201596890e+02 1.001836999999977991e+02 9.981849089890860682e+01 7.583645978060627613e+01
1.002381484518264045e+02 1.002274183049781726e+02 1.001806999999976995e+02 9.981466297806323951e+01 7.582398470145631109e+01
1.002519213111202703e+02 1.002406033582367542e+02 1.001923999999980879e+02 9.982244179301585518e+01 7.579653231415943537e+01
1.002527978491596059e+02 1.002420787778461460e+02 1.001945999999981609e+02 9.982414816065701757e+01 7.578304640238619072e+01
1.002501982748200362e+02 1.002399522589081045e+02 1.001931999999981144e+02 9.982260179623418139e+01 7.576878757605442161e+01
1.002399101252071603e+02 1.002302084171301289e+02 1.001844999999978256e+02 9.981369907694217147e+01 7.573744644539435455e+01
1.002374169711845582e+02 1.002269653911742324e+02 1.001806999999976995e+02 9.980790732958014644e+01 7.569049186457003486e+01
1.002449053702235489e+02 1.002333197943875120e+02 1.001853999999978555e+02 9.980936434669969515e+01 7.564091837724927814e+01
1.002474774166098115e+02 1.002359484104705416e+02 1.001879999999979418e+02 9.981139274065536426e+01 7.562897487289782816e+01
1.002470033606648769e+02 1.002356919706057141e+02 1.001878999999979385e+02 9.981053792865625951e+01 7.560343476172364774e+01
1.002471950317988671e+02 1.002359422820883026e+02 1.001881999999979485e+02 9.981061056497435402e+01 7.559511868825596537e+01
1.002438354699622494e+02 1.002326624928787169e+02 1.001849999999978422e+02 9.980718071724990637e+01 7.558174924802655426e+01
1.002429128052577596e+02 1.002316070461627078e+02 1.001835999999977957e+02 9.980457004734313387e+01 7.554827191403641962e+01
1.002410419279899259e+02 1.002296663456162520e+02 1.001814999999977260e+02 9.980206783892022315e+01 7.553699022214969716e+01
1.002370942408457921e+02 1.002256093585536263e+02 1.001771999999975833e+02 9.979725172479814432e+01 7.552284336652081720e+01
1.002335815949435158e+02 1.002218687218953477e+02 1.001729999999974439e+02 9.979228028405427153e+01 7.550795103627592653e+01
1.002416230424345116e+02 1.002296618194063171e+02 1.001802999999976862e+02 9.979882380135919107e+01 7.550722282691597798e+01
1.002352047160732411e+02 1.002232655172043962e+02 1.001737999999974704e+02 9.979179214999523140e+01 7.549044423983984586e+01
1.002337721829649695e+02 1.002211390682288652e+02 1.001702999999973542e+02 9.978610760100906418e+01 7.546563783335342634e+01
1.002447166828026752e+02 1.002307838633586243e+02 1.001766999999975667e+02 9.978657837544108133e+01 7.542234095241072112e+01
1.002353138258949343e+02 1.002232159444604349e+02 1.001698999999973410e+02 9.977475974832532302e+01 7.534817551528858814e+01
1.002384805648172232e+02 1.002262211178419591e+02 1.001725999999974306e+02 9.977605930999861528e+01 7.533432076941647892e+01
1.002394955437584372e+02 1.002272369774832725e+02 1.001735999999974638e+02 9.977666479541231581e+01 7.532977574148230815e+01
1.002397448019904402e+02 1.002276065771221027e+02 1.001740999999974804e+02 9.977515738546441071e+01 7.529927491491422131e+01
1.002356142236369578e+02 1.002235601652456438e+02 1.001701999999973509e+02 9.977015648543996917e+01 7.527554092844536626e+01
1.002372208269826785e+02 1.002249934419212849e+02 1.001713999999973908e+02 9.976964738129791499e+01 7.525057723506347429e+01
1.002357783124762420e+02 1.002235245684481271e+02 1.001698999999973410e+02 9.976725971303065421e+01 7.523319645094029795e+01
1.002443326807628239e+02 1.002319369211489430e+02 1.001780999999976132e+02 9.977419963076997078e+01 7.522032893597805980e+01
1.002414946093385595e+02 1.002292637835888769e+02 1.001756999999975335e+02 9.977167000639221328e+01 7.520990019585873654e+01
1.002467874067354217e+02 1.002346595426712526e+02 1.001812999999977194e+02 9.977701869712242910e+01 7.520461210930342588e+01
1.002424923329724464e+02 1.002306457467134209e+02 1.001777999999976032e+02 9.977370276673831029e+01 7.519189556323271972e+01
1.002451701368064363e+02 1.002333604619069405e+02 1.001805999999976962e+02 9.977651381270605668e+01 7.519156001817566448e+01
1.002400688580532204e+02 1.002286873592849332e+02 1.001767999999975700e+02 9.977325755344718061e+01 7.517134977322865552e+01
1.002425555649722781e+02 1.002309860201472702e+02 1.001790999999976464e+02 9.977556672378092628e+01 7.515626016986566071e+01
1.002523470741370915e+02 1.002408980592545902e+02 1.001894999999979916e+02 9.978657795603434977e+01 7.514190253398179209e+01
1.002520156019844961e+02 1.002408877738332933e+02 1.001900999999980115e+02 9.978788924735475518e+01 7.513679338292540422e+01
1.002476631438198922e+02 1.002377700489425223e+02 1.001895999999979949e+02 9.979088607361362051e+01 7.511099060533808824e+01
1.002537854282057168e+02 1.002438952827695715e+02 1.001958999999982041e+02 9.979766623892336952e+01 7.511333357103806918e+01
1.002627817732753073e+02 1.002532883734384512e+02 1.002064999999985559e+02 9.981055515354643148e+01 7.511228700448278062e+01
1.002692535899530952e+02 1.002607741778580106e+02 1.002162999999988813e+02 9.982410718485391499e+01 7.511178854587525677e+01
1.002672930117222592e+02 1.002604357653386700e+02 1.002197999999989975e+02 9.983406501605077210e+01 7.510438422725174235e+01
1.002713779795837468e+02 1.002652585454823253e+02 1.002270999999992398e+02 9.984677790414865228e+01 7.510399142406747330e+01
1.002718348363845848e+02 1.002662406253375877e+02 1.002297999999993294e+02 9.985343694392955172e+01 7.510283717278450411e+01
1.002676487490433317e+02 1.002635035515827724e+02 1.002322999999994124e+02 9.986924507672991069e+01 7.509548022686281854e+01
1.002562699504937029e+02 1.002521651678876253e+02 1.002232999999991137e+02 9.987040677270529443e+01 7.507981559370476532e+01
1.002553579467285658e+02 1.002511768279730973e+02 1.002222999999990805e+02 9.986992563375839893e+01 7.507826149453241271e+01
1.002589727819930943e+02 1.002545730747853270e+02 1.002255999999991900e+02 9.987445417478294019e+01 7.508018964622461056e+01
1.002589495058461324e+02 1.002543183393540147e+02 1.002252999999991800e+02 9.987610071765043074e+01 7.507814644856227915e+01
1.002559222889762083e+02 1.002511857187008530e+02 1.002220999999990738e+02 9.987364418787423404e+01 7.507417643670072493e+01
1.002639903985467527e+02 1.002582617212453187e+02 1.002279999999992697e+02 9.988303408533188588e+01 7.507454510583934848e+01
1.002605941914932828e+02 1.002549361619858246e+02 1.002246999999991601e+02 9.988177320727987762e+01 7.506900380715427445e+01
1.002613691721641089e+02 1.002556762122876535e+02 1.002252999999991800e+02 9.988321398969446818e+01 7.506813626843569409e+01
1.002677435640190424e+02 1.002621002920439537e+02 1.002314999999993859e+02 9.989142501733681456e+01 7.507059393426641236e+01
1.002652566563135110e+02 1.002597413531738653e+02 1.002292999999993128e+02 9.988970754516876127e+01 7.506798572229808997e+01
1.002621689982783835e+02 1.002571081503528916e+02 1.002271999999992431e+02 9.988927871064942110e+01 7.506397526605204007e+01
1.002608370101544182e+02 1.002562522918553185e+02 1.002270999999992398e+02 9.989359887498707735e+01 7.505666027418941155e+01
1.002632649262031492e+02 1.002586215524619178e+02 1.002294999999993195e+02 9.989710022043533399e+01 7.505679873559240889e+01
1.002639135077223074e+02 1.002592976029685445e+02 1.002302999999993460e+02 9.989865739230202735e+01 7.505638138296519912e+01
1.002440782984956087e+02 1.002396930076723578e+02 1.002116999999987286e+02 9.988523552063088573e+01 7.503024179704350161e+01
1.002448058642497273e+02 1.002390419253407572e+02 1.002089999999986389e+02 9.988219748862030656e+01 7.502092319231331885e+01
1.002402502252830914e+02 1.002313389949717788e+02 1.001954999999981908e+02 9.986629261858031725e+01 7.498548497096062704e+01
1.002598607801947281e+02 1.002470840741510472e+02 1.001997999999983335e+02 9.985913838741240056e+01 7.493336055185086764e+01
1.002607686321088494e+02 1.002486360077726602e+02 1.002009999999983734e+02 9.985824774430196271e+01 7.492115368235063499e+01
1.002585505593219040e+02 1.002470120311154744e+02 1.001991999999983136e+02 9.985445965398781709e+01 7.490603821387087180e+01
1.002630830060534635e+02 1.002522141053680684e+02 1.002040999999984763e+02 9.985624938628562575e+01 7.489043227594973473e+01
1.002615366314038852e+02 1.002523096658015760e+02 1.002049999999985062e+02 9.985246268114200063e+01 7.485322539215387394e+01
1.002609522733338849e+02 1.002520230854911318e+02 1.002049999999985062e+02 9.985098392439577708e+01 7.483938526432227434e+01
1.002610097827302980e+02 1.002524437216725062e+02 1.002058999999985360e+02 9.984975040971197302e+01 7.481879792096898996e+01
1.002611226188863895e+02 1.002526522717997466e+02 1.002062999999985493e+02 9.984957928413102479e+01 7.481234171099129071e+01
1.002610995119386530e+02 1.002526638618323602e+02 1.002063999999985526e+02 9.984951643365158702e+01 7.481009097892729187e+01
1.002610782887555274e+02 1.002527141250348848e+02 1.002067999999985659e+02 9.984934886768442652e+01 7.480099726173881436e+01
1.002573193807428140e+02 1.002489433897509343e+02 1.002031999999984464e+02 9.984551458177600125e+01 7.479203895006025959e+01
1.002597607163019404e+02 1.002511642419330968e+02 1.002052999999985161e+02 9.984717093512466590e+01 7.478780644049858495e+01
1.002600831783818904e+02 1.002514641944454610e+02 1.002055999999985261e+02 9.984740099943249447e+01 7.478667901863980205e+01
1.002539575975241775e+02 1.002452592118792580e+02 1.001993999999983203e+02 9.984089271220111073e+01 7.477341443541303079e+01
1.002525578718980057e+02 1.002432764694718514e+02 1.001964999999982240e+02 9.983675511430804761e+01 7.476033794444462899e+01
1.002494687334571211e+02 1.002395785922190328e+02 1.001914999999980580e+02 9.982985541836721666e+01 7.474288618241108395e+01
1.002458549822319753e+02 1.002357355058157111e+02 1.001870999999979119e+02 9.982457765535362171e+01 7.473387292254442116e+01
1.002436101738329910e+02 1.002333230550237033e+02 1.001842999999978190e+02 9.982119399504667001e+01 7.472852050975329519e+01
1.002433757273082904e+02 1.002327935678379447e+02 1.001830999999977792e+02 9.981899616323734392e+01 7.472337829661880448e+01
1.002466279265188120e+02 1.002358278549302923e+02 1.001855999999978621e+02 9.982063975449318605e+01 7.472260712822506434e+01
1.002450806004245294e+02 1.002336780862921586e+02 1.001812999999977194e+02 9.981194415973378398e+01 7.470001884809806825e+01
1.002509788613869404e+02 1.002393174514361363e+02 1.001857999999978688e+02 9.981342477289436488e+01 7.469204623287268419e+01
1.002511139761021326e+02 1.002395559155150409e+02 1.001859999999978754e+02 9.981291300079519146e+01 7.468852966334307553e+01
1.002493001991086743e+02 1.002379196474583409e+02 1.001843999999978223e+02 9.981037949029823153e+01 7.468169612741249352e+01
1.002464716906453077e+02 1.002354028119747227e+02 1.001818999999977393e+02 9.980535846071593653e+01 7.466499102454143610e+01
1.002469683524821136e+02 1.002358602831595249e+02 1.001821999999977493e+02 9.980429415534287330e+01 7.465751510773854704e+01
1.002496784694809264e+02 1.002385733059171713e+02 1.001848999999978389e+02 9.980663092405556824e+01 7.465789948679031340e+01
1.002417077046817155e+02 1.002311104771450232e+02 1.001781999999976165e+02 9.979768719691078616e+01 7.463199203157937234e+01
1.002463801966821251e+02 1.002356226218149970e+02 1.001824999999977592e+02 9.980136958825373483e+01 7.463232825031825257e+01
1.002348185298395009e+02 1.002238301101718605e+02 1.001705999999973642e+02 9.978697285874888223e+01 7.459799499191203154e+01
1.002366807503351396e+02 1.002253623525058686e+02 1.001715999999973974e+02 9.978705459447185433e+01 7.459386994797026205e+01
1.002396838594567470e+02 1.002280724582091977e+02 1.001737999999974704e+02 9.978830816412660454e+01 7.459047777066902540e+01
1.002392940502555945e+02 1.002275492897499021e+02 1.001729999999974439e+02 9.978686789889310660e+01 7.458542196063345386e+01
1.002354906817527365e+02 1.002234765977004685e+02 1.001682999999972878e+02 9.978068114591827964e+01 7.457095648840886781e+01
1.002500642852439512e+02 1.002366835386367399e+02 1.001783999999976231e+02 9.978460265244258665e+01 7.454667859978168565e+01
1.002532621395539252e+02 1.002399897309053500e+02 1.001817999999977360e+02 9.978785250204587953e+01 7.454834297699109413e+01
1.002543703274781564e+02 1.002413796959491918e+02 1.001834999999977924e+02 9.978940057306049027e+01 7.454696522941819126e+01
1.002530267271112479e+02 1.002407679571012267e+02 1.001837999999978024e+02 9.978957708566952078e+01 7.454041267645580149e+01
1.002456030630643085e+02 1.002344332654253805e+02 1.001790999999976464e+02 9.978496302865411849e+01 7.452352295289544770e+01
1.002490270521601730e+02 1.002378540880153110e+02 1.001825999999977626e+02 9.978834184551720909e+01 7.452398336076338126e+01
1.002494527345235298e+02 1.002384276551592990e+02 1.001835999999977957e+02 9.978947006856236612e+01 7.452013741720837459e+01
1.002440538071179930e+02 1.002331880361410441e+02 1.001789999999976430e+02 9.978522529997002266e+01 7.450777897529472682e+01
1.002459671037091198e+02 1.002347115104984567e+02 1.001802999999976862e+02 9.978628771265518083e+01 7.450013441271485704e+01
1.002448261495049735e+02 1.002335290322750581e+02 1.001790999999976464e+02 9.978507687179593688e+01 7.449718990630307758e+01
1.002474663776135060e+02 1.002357487631318378e+02 1.001808999999977061e+02 9.978662077160522870e+01 7.448963224405397909e+01
1.002466894014475685e+02 1.002349178933856990e+02 1.001799999999976762e+02 9.978569722737468339e+01 7.448578727707794656e+01
1.002478038461400018e+02 1.002359565038240561e+02 1.001808999999977061e+02 9.978649190421332094e+01 7.448306849494002790e+01
1.002460535139199322e+02 1.002342249931052578e+02 1.001790999999976464e+02 9.978461898788962969e+01 7.447507374985394790e+01
1.002558106748033424e+02 1.002439326068114980e+02 1.001885999999979617e+02 9.979385999964249265e+01 7.447840643893317747e+01
1.002533317081313271e+02 1.002422204636661860e+02 1.001879999999979418e+02 9.979423652237231579e+01 7.447322577978053459e+01
1.002517043116174591e+02 1.002411391054690881e+02 1.001879999999979418e+02 9.979551637393272756e+01 7.446659250725548418e+01
1.002514732191029623e+02 1.002409365769837422e+02 1.001878999999979385e+02 9.979559498050761590e+01 7.446559182271876409e+01
1.002533599185956348e+02 1.002430440418936968e+02 1.001908999999980381e+02 9.980021687898673122e+01 7.446138023240037285e+01
1.002451691334779582e+02 1.002351131825299007e+02 1.001838999999978057e+02 9.979511226746924990e+01 7.444874771831193527e+01
1.002504312371983559e+02 1.002400721471537111e+02 1.001885999999979617e+02 9.980013630681447978e+01 7.444998501409439484e+01
1.002543844763607694e+02 1.002439451613852839e+02 1.001926999999980978e+02 9.980563984296200886e+01 7.444795485554607239e+01
1.002505042274867719e+02 1.002404906203553878e+02 1.001902999999980182e+02 9.980599028771187875e+01 7.443821626668454883e+01
1.002485766205092546e+02 1.002384469740274540e+02 1.001882999999979518e+02 9.980508592371153043e+01 7.443188758528049220e+01
1.002524877455935552e+02 1.002421987453642771e+02 1.001918999999980713e+02 9.980927345911753434e+01 7.443212071455377554e+01
1.002581857333709650e+02 1.002479411518443868e+02 1.001977999999982671e+02 9.981643635859761332e+01 7.443321997767235132e+01
1.002599069225540376e+02 1.002497997908155014e+02 1.001998999999983369e+02 9.981906597754128541e+01 7.443433306667704130e+01
1.002606769882138309e+02 1.002514105573877998e+02 1.002029999999984398e+02 9.982500930543029938e+01 7.443370804595858203e+01
1.002540686901612332e+02 1.002450150088362903e+02 1.001970999999982439e+02 9.982017198499147526e+01 7.442689260402646312e+01
1.002568566689244278e+02 1.002477960347416825e+02 1.001998999999983369e+02 9.982310044756070511e+01 7.442944780348140910e+01
1.002576167838608683e+02 1.002486254748285432e+02 1.002009999999983734e+02 9.982500281425890876e+01 7.442972643011795242e+01
1.002533990390581948e+02 1.002445232559710746e+02 1.001973999999982539e+02 9.982294414978025543e+01 7.442488427655727889e+01
1.002568119140011191e+02 1.002474645157607256e+02 1.002000999999983435e+02 9.982737010128623467e+01 7.442430497663134759e+01
1.002533371831948017e+02 1.002441198963293232e+02 1.001970999999982439e+02 9.982627363435078394e+01 7.441916544314831583e+01
1.002525784804158633e+02 1.002432970252922502e+02 1.001961999999982140e+02 9.982561625716304832e+01 7.441765536936884473e+01
1.002525446986807225e+02 1.002431561530834756e+02 1.001958999999982041e+02 9.982550014680830941e+01 7.441656691278724622e+01
1.002530219459145826e+02 1.002435682149141911e+02 1.001961999999982140e+02 9.982587015905409089e+01 7.441636458859277070e+01
1.002562052462820219e+02 1.002466577824613694e+02 1.001990999999983103e+02 9.982888987980909690e+01 7.441830882389525925e+01
1.002547659346315783e+02 1.002452983683632226e+02 1.001977999999982671e+02 9.982791845903167882e+01 7.441631316780426175e+01
1.002527611662012674e+02 1.002433013999482512e+02 1.001957999999982007e+02 9.982598802002618754e+01 7.441407767816524199e+01
1.002513102242186989e+02 1.002417415322859426e+02 1.001939999999981410e+02 9.982420359648628505e+01 7.441099127695825644e+01
1.002549582920500768e+02 1.002452783774236735e+02 1.001972999999982505e+02 9.982736309084909010e+01 7.441327457401597201e+01
1.002576128893378780e+02 1.002480631023611011e+02 1.002001999999983468e+02 9.983041896769077539e+01 7.441529805318472768e+01
1.002591921397157932e+02 1.002498862707979299e+02 1.002023999999984198e+02 9.983302090827368147e+01 7.441726765764590823e+01
1.002568353925371127e+02 1.002475854190281268e+02 1.002001999999983468e+02 9.983093619955843678e+01 7.441511115990746816e+01
1.002582534455509062e+02 1.002490609973302753e+02 1.002017999999983999e+02 9.983270419053638989e+01 7.441667223661451658e+01
1.002632479961207252e+02 1.002546395863865314e+02 1.002085999999986257e+02 9.984109328166337605e+01 7.442418454923387117e+01
1.002631161801662216e+02 1.002546405041479147e+02 1.002088999999986356e+02 9.984182342079813566e+01 7.442497539494002012e+01
1.002675634559203814e+02 1.002596560195852646e+02 1.002152999999988481e+02 9.985036224901475066e+01 7.443398581065449093e+01
1.002656501881523354e+02 1.002586862959221605e+02 1.002165999999988912e+02 9.985531026658055964e+01 7.444061201982609077e+01
1.002646016253678738e+02 1.002576846338727705e+02 1.002157999999988647e+02 9.985497683489053600e+01 7.444057619744145882e+01
1.002570907632679393e+02 1.002502749010590861e+02 1.002090999999986423e+02 9.985019300790482077e+01 7.443712443348587726e+01
1.002545123926033170e+02 1.002470318788821402e+02 1.002054999999985228e+02 9.984824676364824825e+01 7.443681630745763300e+01
1.002550692560753021e+02 1.002475181301796141e+02 1.002058999999985360e+02 9.984873556444243548e+01 7.443745228354978849e+01
1.002583373156028017e+02 1.002505840314523624e+02 1.002086999999986290e+02 9.985177546607268084e+01 7.444093971353200345e+01
1.002513490124569699e+02 1.002429606220427161e+02 1.002001999999983468e+02 9.984592862929309831e+01 7.443926464332062665e+01
1.002528417281499316e+02 1.002438218629853566e+02 1.001997999999983335e+02 9.984532799630915179e+01 7.444005941960975292e+01
1.002557468487793955e+02 1.002462586975859580e+02 1.002008999999983700e+02 9.984587789570404937e+01 7.444227728991474180e+01
1.002575203901706260e+02 1.002480218253171955e+02 1.002023999999984198e+02 9.984720045353832063e+01 7.444420411264950133e+01
1.002590876707188983e+02 1.002497573689089876e+02 1.002037999999984663e+02 9.984825839079628906e+01 7.444677556825369891e+01
1.002658392212297969e+02 1.002568843423616016e+02 1.002109999999987053e+02 9.985528876101984963e+01 7.445566564664993336e+01
1.002650266782998330e+02 1.002562469258913183e+02 1.002105999999986921e+02 9.985507428585820833e+01 7.445594177316341700e+01
1.002375732007224229e+02 1.002316255686442474e+02 1.001901999999980148e+02 9.983807400366818285e+01 7.444735868059636630e+01
1.002418878097798682e+02 1.002352911269892672e+02 1.001930999999981111e+02 9.984048243853918336e+01 7.445050099478201844e+01
1.002390090465904393e+02 1.002319436410717515e+02 1.001891999999979816e+02 9.983623145798755161e+01 7.444700411316408406e+01
1.002414763028698133e+02 1.002330559584305263e+02 1.001884999999979584e+02 9.983411528175915350e+01 7.444644812847538162e+01
1.002413149787073365e+02 1.002324011679766329e+02 1.001869999999979086e+02 9.983173740079841707e+01 7.444489306088469505e+01
1.002451056847551030e+02 1.002359243620321081e+02 1.001899999999980082e+02 9.983411974305370506e+01 7.444768315898913613e+01
1.002438249374695545e+02 1.002344209046319321e+02 1.001878999999979385e+02 9.983114622082938183e+01 7.444551817456049037e+01
1.002492218828436137e+02 1.002395959663485598e+02 1.001923999999980879e+02 9.983454584473848570e+01 7.444951326830482685e+01
1.002477185583716448e+02 1.002388539187139997e+02 1.001915999999980613e+02 9.983159517656370951e+01 7.444914105387624659e+01
1.002515989960120066e+02 1.002427518840675305e+02 1.001954999999981908e+02 9.983536263383000176e+01 7.445304355670623409e+01
1.002451597587790673e+02 1.002365878597057076e+02 1.001896999999979982e+02 9.982947816416411513e+01 7.444770856371775380e+01
1.002436237046804592e+02 1.002351216756347867e+02 1.001882999999979518e+02 9.982773033722990874e+01 7.444626606933928770e+01
1.002418487786510752e+02 1.002333366148715186e+02 1.001864999999978920e+02 9.982583471559904353e+01 7.444441932508033233e+01
1.002483277359425529e+02 1.002395706218416365e+02 1.001923999999980879e+02 9.983090597502163632e+01 7.444967261796941216e+01
1.002475688283965951e+02 1.002389725376114313e+02 1.001920999999980779e+02 9.983054746891517084e+01 7.444968567914126822e+01
1.002482235346886341e+02 1.002397180356984165e+02 1.001930999999981111e+02 9.983146350021453941e+01 7.445105126863687417e+01
1.002482036314623315e+02 1.002398008023259592e+02 1.001934999999981244e+02 9.983191197916684700e+01 7.445209278583017465e+01
1.002472329627829026e+02 1.002388844838055064e+02 1.001927999999981012e+02 9.983133114544077102e+01 7.445202608549250556e+01
1.002501290343744671e+02 1.002417711367125719e+02 1.001956999999981974e+02 9.983424272880333206e+01 7.445505637033848245e+01
1.002434792314989949e+02 1.002353023293913736e+02 1.001895999999979949e+02 9.982853481575764931e+01 7.444991567040925418e+01
1.002396609057296928e+02 1.002314483813824779e+02 1.001856999999978655e+02 9.982460255758257972e+01 7.444601156605095582e+01
1.002428180294182027e+02 1.002344230028734557e+02 1.001883999999979551e+02 9.982706462057694807e+01 7.444845453299191718e+01
1.002432188250140825e+02 1.002344397470702688e+02 1.001877999999979352e+02 9.982591511492429959e+01 7.444746734407459599e+01
1.002467311920271698e+02 1.002377758080047840e+02 1.001906999999980314e+02 9.982825112855368843e+01 7.444979350251055905e+01
1.002484080565801747e+02 1.002394699431569478e+02 1.001923999999980879e+02 9.982992715471178258e+01 7.445148392189399544e+01
1.002461261776279144e+02 1.002374210105185597e+02 1.001905999999980281e+02 9.982818787940018979e+01 7.444992265488251348e+01
1.002428532711271174e+02 1.002342040270777801e+02 1.001873999999979219e+02 9.982482379637750114e+01 7.444662734023442852e+01
1.002435166347026012e+02 1.002347759444319735e+02 1.001877999999979352e+02 9.982497378879870098e+01 7.444668273325457619e+01
1.002446665804110495e+02 1.002358512101947383e+02 1.001886999999979651e+02 9.982553957124756039e+01 7.444709979958894053e+01
1.002392709251764273e+02 1.002304760360707121e+02 1.001832999999977858e+02 9.981993136565276359e+01 7.444137786910407328e+01
1.002388075019721185e+02 1.002296449038911703e+02 1.001817999999977360e+02 9.981752131547186480e+01 7.443839684443123872e+01
